"MUNICIPIO","CTY","INDUSTRIA","NAICS","UNIDADES","EMPLEO PROMEDIO","SALARIO Total Municipio Segundo Trimestre 2022","Promedio"
"Sabana Grande","121","Transportación y Almacenamiento ","48-49","5","62","233875","3752"
"Sabana Grande","121","Información","51","2","*","*","*"
"Sabana Grande","121","Finanzas y Seguros ","52","3","21","151945","7122"
"Sabana Grande","121","Bienes Raíces, Renta o Arrendamiento ","53","6","17","75021","4413"
"Sabana Grande","121","Servicios Profesionales y Técnicos ","54","15","34","138869","4045"
"Sabana Grande","121","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Sabana Grande","121","Servicios Adm. y Desperdicios Sólidos","56","6","38","209236","5458"
"Sabana Grande","121","Servicios Educativos ","61","5","320 ","1935888 ","6056 "
"Sabana Grande","121","Servicios de Salud y Asistencia Social ","62","42","184","1396365","7575"
"Sabana Grande","121","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"Sabana Grande","121","Alojamiento y Servicios de Alimentos ","72","18","188","564514","2997"
"Sabana Grande","121","Otros Servicios Excepto Adm. Pública ","81","13","36","154693","4297"
"Sabana Grande","121","Administración Pública ","92","10","667 ","2641107 ","3958 "
"Sabana Grande","121","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Salinas","123","Total Municipio Segundo Trimestre 2022 ","","222","3599","24955415","6935"
"Salinas","123","Agricultura, Bosque, Pesca y Caza","11","20","193","1012805","5248"
"Salinas","123","Mineria","21","0","0","0","0"
"Salinas","123","Electricidad, Agua y Gas ","22","3","*","*","*"
"Salinas","123","Construcción ","23","4","*","*","*"
"Salinas","123","Manufactura","31-33","6","*","*","*"
"Salinas","123","Alimentos","311","1","*","*","*"
"Salinas","123","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Salinas","123","Textiles ","313","0","0","0","0"
"Salinas","123","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Salinas","123","Ropa ","315","0","0","0","0"
"Salinas","123","Cuero y Productos Relacionados ","316","0","0","0","0"
"Salinas","123","Productos de Madera","321","0","0","0","0"
"Salinas","123","Papel","322","0","0","0","0"
"Salinas","123","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Salinas","123","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Salinas","123","Productos Químicos ","325","2","*","*","*"
"Salinas","123","Productos de Goma y Plásticos","326","0","0","0","0"
"Salinas","123","Productos Minerales no Metálicos ","327","0","0","0","0"
"Salinas","123","Industrias de Materiales Primarios ","331","0","0","0","0"
"Salinas","123","Productos de Metal ","332","1","*","*","*"
"Salinas","123","Maquinaria ","333","0","0","0","0"
"Salinas","123","Computadora y Productos Electrónicos","334","0","0","0","0"
"Salinas","123","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Salinas","123","Equipo de Transportación ","336","0","0","0","0"
"Salinas","123","Muebles y Productos Relacionados ","337","1","*","*","*"
"Salinas","123","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Salinas","123","Comercio al por Mayor","42","5","105","2025441","19229"
"Salinas","123","Comercio al Detal","44-45","48","494","2481988","5021"
"Salinas","123","Transportación y Almacenamiento ","48-49","3","*","*","*"
"Salinas","123","Información","51","1","*","*","*"
"Salinas","123","Finanzas y Seguros ","52","4","35","219667","6217"
"Salinas","123","Bienes Raíces, Renta o Arrendamiento ","53","4","12","75142","6093"
"Salinas","123","Servicios Profesionales y Técnicos ","54","12","177","2162171","12239"
"Salinas","123","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Salinas","123","Servicios Adm. y Desperdicios Sólidos","56","7","80","422853","5308"
"Salinas","123","Servicios Educativos ","61","5","599 ","3740235 ","6241 "
"Salinas","123","Servicios de Salud y Asistencia Social ","62","39","182","942863","5190"
"Salinas","123","Arte, Entretenimiento y Recreación ","71","4","17","86439","5085"
"Salinas","123","Alojamiento y Servicios de Alimentos ","72","34","571","1918548","3362"
"Salinas","123","Otros Servicios Excepto Adm. Pública ","81","10","33","142035","4261"
"Salinas","123","Administración Pública ","92","13","665 ","4787642 ","7196 "
"Salinas","123","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"San Germán","125","Total Municipio Segundo Trimestre 2022 ","","388","7707","45463296","5899"
"San Germán","125","Agricultura, Bosque, Pesca y Caza","11","25","69","148042","2146"
"San Germán","125","Mineria","21","1","*","*","*"
"San Germán","125","Electricidad, Agua y Gas ","22","2","*","*","*"
"San Germán","125","Construcción ","23","8","*","*","*"
"San Germán","125","Manufactura","31-33","14","51","172240","3355"
"San Germán","125","Alimentos","311","6","42","139388","3293"
"San Germán","125","Productos de Tabaco y Bebidas","312","1","*","*","*"
"San Germán","125","Textiles ","313","0","0","0","0"
"San Germán","125","Productos Textiles Excepto Ropa","314","1","*","*","*"
"San Germán","125","Ropa ","315","0","0","0","0"
"San Germán","125","Cuero y Productos Relacionados ","316","0","0","0","0"
"San Germán","125","Productos de Madera","321","0","0","0","0"
"San Germán","125","Papel","322","0","0","0","0"
"San Germán","125","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"San Germán","125","Productos de Petróleo y Carbón ","324","0","0","0","0"
"San Germán","125","Productos Químicos ","325","0","0","0","0"
"San Germán","125","Productos de Goma y Plásticos","326","0","0","0","0"
"San Germán","125","Productos Minerales no Metálicos ","327","0","0","0","0"
"San Germán","125","Industrias de Materiales Primarios ","331","0","0","0","0"
"San Germán","125","Productos de Metal ","332","3","*","*","*"
"San Germán","125","Maquinaria ","333","0","0","0","0"
"San Germán","125","Computadora y Productos Electrónicos","334","0","0","0","0"
"San Germán","125","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"San Germán","125","Equipo de Transportación ","336","0","0","0","0"
"San Germán","125","Muebles y Productos Relacionados ","337","1","*","*","*"
"San Germán","125","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"San Germán","125","Comercio al por Mayor","42","8","36","183627","5054"
"San Germán","125","Comercio al Detal","44-45","70","1049","5232762","4987"
"San Germán","125","Transportación y Almacenamiento ","48-49","3","*","*","*"
"San Germán","125","Información","51","4","40","269066","6727"
"San Germán","125","Finanzas y Seguros ","52","7","64","648409","10184"
"San Germán","125","Bienes Raíces, Renta o Arrendamiento ","53","14","59","306381","5193"
"San Germán","125","Servicios Profesionales y Técnicos ","54","25","154","1198610","7783"
"San Germán","125","Gerencia de Companías y Empresas ","55","1","*","*","*"
"San Germán","125","Servicios Adm. y Desperdicios Sólidos","56","11","*","*","*"
"San Germán","125","Servicios Educativos ","61","7","988 ","6345114 ","6422 "
"San Germán","125","Servicios de Salud y Asistencia Social ","62","121","2002","14516084","7250"
"San Germán","125","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"San Germán","125","Alojamiento y Servicios de Alimentos ","72","35","535","2051815","3833"
"San Germán","125","Otros Servicios Excepto Adm. Pública ","81","18","38","110685","2913"
"San Germán","125","Administración Pública ","92","13","693 ","3297355 ","4760 "
"San Germán","125","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"San Juan","127","Total Municipio Segundo Trimestre 2022 ","","11720","244158","2321873014","9510"
"San Juan","127","Agricultura, Bosque, Pesca y Caza","11","18","107","675870","6336"
"San Juan","127","Mineria","21","2","*","*","*"
"San Juan","127","Electricidad, Agua y Gas ","22","15","*","*","*"
"San Juan","127","Construcción ","23","426","8837","66866407","7567"
"San Juan","127","Manufactura","31-33","242","4256","35212048","8273"
"San Juan","127","Alimentos","311","64","1638","12593547","7688"
"San Juan","127","Productos de Tabaco y Bebidas","312","5","32","173559","5424"
"San Juan","127","Textiles ","313","3","15","111778","7621"
"San Juan","127","Productos Textiles Excepto Ropa","314","3","14","50322","3594"
"San Juan","127","Ropa ","315","8","117","630544","5374"
"San Juan","127","Cuero y Productos Relacionados ","316","2","*","*","*"
"San Juan","127","Productos de Madera","321","8","154","995861","6453"
"San Juan","127","Papel","322","1","*","*","*"
"San Juan","127","Imprenta e Industrias Relacionadas ","323","33","296","1827684","6175"
"San Juan","127","Productos de Petróleo y Carbón ","324","1","*","*","*"
"San Juan","127","Productos Químicos ","325","10","295","5582794","18925"
"San Juan","127","Productos de Goma y Plásticos","326","3","73","532918","7300"
"San Juan","127","Productos Minerales no Metálicos ","327","8","30","202766","6759"
"San Juan","127","Industrias de Materiales Primarios ","331","2","*","*","*"
"San Juan","127","Productos de Metal ","332","21","427","2537191","5947"
"San Juan","127","Maquinaria ","333","7","122","826674","6776"
"San Juan","127","Computadora y Productos Electrónicos","334","8","54","1344938","24906"
"San Juan","127","Equipo y Aparatos Eléctricos ","335","11","198","1875587","9489"
"San Juan","127","Equipo de Transportación ","336","3","26","126785","4876"
"San Juan","127","Muebles y Productos Relacionados ","337","17","144","825697","5721"
"San Juan","127","Industrias Manufactureras Misceláneas","339","24","504","4160253","8260"
"San Juan","127","Comercio al por Mayor","42","619","7394","91727908","12405"
"San Juan","127","Comercio al Detal","44-45","1444","21390","157247242","7352"
"San Juan","127","Transportación y Almacenamiento ","48-49","172","6248","65037958","10410"
"San Juan","127","Información","51","161","7093","92885781","13095"
"San Juan","127","Finanzas y Seguros ","52","675","15194","220469215","14510"
"San Juan","127","Bienes Raíces, Renta o Arrendamiento ","53","510","7503","54773987","7300"
"San Juan","127","Servicios Profesionales y Técnicos ","54","2529","16661","227004960","13625"
"San Juan","127","Gerencia de Companías y Empresas ","55","60","10483","142822643","13625"
"San Juan","127","Servicios Adm. y Desperdicios Sólidos","56","570","28150","147441662","5238"
"San Juan","127","Servicios Educativos ","61","225","16729 ","162481188 ","9712 "
"San Juan","127","Servicios de Salud y Asistencia Social ","62","1529","23849","242434102","10165"
"San Juan","127","Arte, Entretenimiento y Recreación ","71","169","1517","12502778","8242"
"San Juan","127","Alojamiento y Servicios de Alimentos ","72","1041","20998","114252150","5441"
"San Juan","127","Otros Servicios Excepto Adm. Pública ","81","1121","6110","41712527","6827"
"San Juan","127","Administración Pública ","92","188","40734 ","437430211 ","10739 "
"San Juan","127","Otros (Establecimientos no Clasificados) ","99","4","4","30241","7560"
"San Lorenzo","129","Total Municipio Segundo Trimestre 2022 ","","299","4496","32002426","7117"
"San Lorenzo","129","Agricultura, Bosque, Pesca y Caza","11","12","35","127584","3680"
"San Lorenzo","129","Mineria","21","2","*","*","*"
"San Lorenzo","129","Electricidad, Agua y Gas ","22","1","*","*","*"
"San Lorenzo","129","Construcción ","23","27","304","1900715","6246"
"San Lorenzo","129","Manufactura","31-33","19","65","284240","4351"
"San Lorenzo","129","Alimentos","311","3","54","232405","4277"
"San Lorenzo","129","Productos de Tabaco y Bebidas","312","1","*","*","*"
"San Lorenzo","129","Textiles ","313","0","0","0","0"
"San Lorenzo","129","Productos Textiles Excepto Ropa","314","0","0","0","0"
"San Lorenzo","129","Ropa ","315","0","0","0","0"
"San Lorenzo","129","Cuero y Productos Relacionados ","316","0","0","0","0"
"San Lorenzo","129","Productos de Madera","321","0","0","0","0"
"San Lorenzo","129","Papel","322","0","0","0","0"
"San Lorenzo","129","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"San Lorenzo","129","Productos de Petróleo y Carbón ","324","0","0","0","0"
"San Lorenzo","129","Productos Químicos ","325","1","*","*","*"
"San Lorenzo","129","Productos de Goma y Plásticos","326","0","0","0","0"
"San Lorenzo","129","Productos Minerales no Metálicos ","327","1","*","*","*"
"San Lorenzo","129","Industrias de Materiales Primarios ","331","1","*","*","*"
"San Lorenzo","129","Productos de Metal ","332","6","20","99148","4876"
"San Lorenzo","129","Maquinaria ","333","1","*","*","*"
"San Lorenzo","129","Computadora y Productos Electrónicos","334","0","0","0","0"
"San Lorenzo","129","Equipo y Aparatos Eléctricos ","335","1","*","*","*"
"San Lorenzo","129","Equipo de Transportación ","336","0","0","0","0"
"San Lorenzo","129","Muebles y Productos Relacionados ","337","3","*","*","*"
"San Lorenzo","129","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"San Lorenzo","129","Comercio al por Mayor","42","8","39","201714","5217"
"San Lorenzo","129","Comercio al Detal","44-45","79","773","3783392","4897"
"San Lorenzo","129","Transportación y Almacenamiento ","48-49","5","6","36551","6092"
"San Lorenzo","129","Información","51","0","0","0","0"
"San Lorenzo","129","Finanzas y Seguros ","52","9","75","657087","8800"
"San Lorenzo","129","Bienes Raíces, Renta o Arrendamiento ","53","6","21","147734","7035"
"San Lorenzo","129","Servicios Profesionales y Técnicos ","54","16","64","587347","9225"
"San Lorenzo","129","Gerencia de Companías y Empresas ","55","0","0","0","0"
"San Lorenzo","129","Servicios Adm. y Desperdicios Sólidos","56","11","150","1493249","9955"
"San Lorenzo","129","Servicios Educativos ","61","5","460 ","3119109 ","6781 "
"San Lorenzo","129","Servicios de Salud y Asistencia Social ","62","42","335","2374774","7089"
"San Lorenzo","129","Arte, Entretenimiento y Recreación ","71","2","*","*","*"
"San Lorenzo","129","Alojamiento y Servicios de Alimentos ","72","37","317","1157161","3647"
"San Lorenzo","129","Otros Servicios Excepto Adm. Pública ","81","10","65","236556","3621"
"San Lorenzo","129","Administración Pública ","92","8","477 ","2496604 ","5238 "
"San Lorenzo","129","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"San Sebastián","131","Total Municipio Segundo Trimestre 2022 ","","625","5795","28465554","4912"
"San Sebastián","131","Agricultura, Bosque, Pesca y Caza","11","118","437","1212120","2776"
"San Sebastián","131","Mineria","21","0","0","0","0"
"San Sebastián","131","Electricidad, Agua y Gas ","22","2","*","*","*"
"San Sebastián","131","Construcción ","23","32","202","889353","4395"
"San Sebastián","131","Manufactura","31-33","35","302","1120219","3709"
"San Sebastián","131","Alimentos","311","14","65","228805","3502"
"San Sebastián","131","Productos de Tabaco y Bebidas","312","1","*","*","*"
"San Sebastián","131","Textiles ","313","0","0","0","0"
"San Sebastián","131","Productos Textiles Excepto Ropa","314","0","0","0","0"
"San Sebastián","131","Ropa ","315","0","0","0","0"
"San Sebastián","131","Cuero y Productos Relacionados ","316","0","0","0","0"
"San Sebastián","131","Productos de Madera","321","2","*","*","*"
"San Sebastián","131","Papel","322","0","0","0","0"
"San Sebastián","131","Imprenta e Industrias Relacionadas ","323","2","*","*","*"
"San Sebastián","131","Productos de Petróleo y Carbón ","324","0","0","0","0"
"San Sebastián","131","Productos Químicos ","325","0","0","0","0"
"San Sebastián","131","Productos de Goma y Plásticos","326","0","0","0","0"
"San Sebastián","131","Productos Minerales no Metálicos ","327","2","*","*","*"
"San Sebastián","131","Industrias de Materiales Primarios ","331","1","*","*","*"
"San Sebastián","131","Productos de Metal ","332","6","44","145420","3330"
"San Sebastián","131","Maquinaria ","333","0","0","0","0"
"San Sebastián","131","Computadora y Productos Electrónicos","334","0","0","0","0"
"San Sebastián","131","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"San Sebastián","131","Equipo de Transportación ","336","0","0","0","0"
"San Sebastián","131","Muebles y Productos Relacionados ","337","6","48","160432","3319"
"San Sebastián","131","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"San Sebastián","131","Comercio al por Mayor","42","26","196","837235","4264"
"San Sebastián","131","Comercio al Detal","44-45","139","1351","7187062","5321"
"San Sebastián","131","Transportación y Almacenamiento ","48-49","6","8","26580","3467"
"San Sebastián","131","Información","51","5","24","108981","4479"
"San Sebastián","131","Finanzas y Seguros ","52","15","122","1063245","8739"
"San Sebastián","131","Bienes Raíces, Renta o Arrendamiento ","53","13","31","243822","7951"
"San Sebastián","131","Servicios Profesionales y Técnicos ","54","41","149","1035785","6952"
"San Sebastián","131","Gerencia de Companías y Empresas ","55","0","0","0","0"
"San Sebastián","131","Servicios Adm. y Desperdicios Sólidos","56","8","*","*","*"
"San Sebastián","131","Servicios Educativos ","61","6","739 ","5081187 ","6873 "
"San Sebastián","131","Servicios de Salud y Asistencia Social ","62","85","676","3360285","4971"
"San Sebastián","131","Arte, Entretenimiento y Recreación ","71","1","*","*","*"
"San Sebastián","131","Alojamiento y Servicios de Alimentos ","72","54","518","1636695","3162"
"San Sebastián","131","Otros Servicios Excepto Adm. Pública ","81","28","89","360875","4055"
"San Sebastián","131","Administración Pública ","92","11","486 ","2416321 ","4968 "
"San Sebastián","131","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Santa Isabel","133","Total Municipio Segundo Trimestre 2022 ","","243","6039","38425003","6362"
"Santa Isabel","133","Agricultura, Bosque, Pesca y Caza","11","39","514","1801234","3504"
"Santa Isabel","133","Mineria","21","0","0","0","0"
"Santa Isabel","133","Electricidad, Agua y Gas ","22","4","31","305811","9972"
"Santa Isabel","133","Construcción ","23","13","82","480483","5836"
"Santa Isabel","133","Manufactura","31-33","9","*","*","*"
"Santa Isabel","133","Alimentos","311","6","*","*","*"
"Santa Isabel","133","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Santa Isabel","133","Textiles ","313","0","0","0","0"
"Santa Isabel","133","Productos Textiles Excepto Ropa","314","0","0","0","0"
"Santa Isabel","133","Ropa ","315","0","0","0","0"
"Santa Isabel","133","Cuero y Productos Relacionados ","316","0","0","0","0"
"Santa Isabel","133","Productos de Madera","321","0","0","0","0"
"Santa Isabel","133","Papel","322","0","0","0","0"
"Santa Isabel","133","Imprenta e Industrias Relacionadas ","323","0","0","0","0"
"Santa Isabel","133","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Santa Isabel","133","Productos Químicos ","325","0","0","0","0"
"Santa Isabel","133","Productos de Goma y Plásticos","326","0","0","0","0"
"Santa Isabel","133","Productos Minerales no Metálicos ","327","0","0","0","0"
"Santa Isabel","133","Industrias de Materiales Primarios ","331","0","0","0","0"
"Santa Isabel","133","Productos de Metal ","332","0","0","0","0"
"Santa Isabel","133","Maquinaria ","333","0","0","0","0"
"Santa Isabel","133","Computadora y Productos Electrónicos","334","0","0","0","0"
"Santa Isabel","133","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Santa Isabel","133","Equipo de Transportación ","336","1","*","*","*"
"Santa Isabel","133","Muebles y Productos Relacionados ","337","1","*","*","*"
"Santa Isabel","133","Industrias Manufactureras Misceláneas","339","0","0","0","0"
"Santa Isabel","133","Comercio al por Mayor","42","10","475","2305679","4854"
"Santa Isabel","133","Comercio al Detal","44-45","51","1038","4899344","4722"
"Santa Isabel","133","Transportación y Almacenamiento ","48-49","5","31","123112","3971"
"Santa Isabel","133","Información","51","6","60","508951","8483"
"Santa Isabel","133","Finanzas y Seguros ","52","7","52","336416","6428"
"Santa Isabel","133","Bienes Raíces, Renta o Arrendamiento ","53","6","28","180476","6446"
"Santa Isabel","133","Servicios Profesionales y Técnicos ","54","10","112","583322","5193"
"Santa Isabel","133","Gerencia de Companías y Empresas ","55","0","0","0","0"
"Santa Isabel","133","Servicios Adm. y Desperdicios Sólidos","56","5","*","*","*"
"Santa Isabel","133","Servicios Educativos ","61","3","225 ","1625202 ","7212 "
"Santa Isabel","133","Servicios de Salud y Asistencia Social ","62","24","277","2214144","8003"
"Santa Isabel","133","Arte, Entretenimiento y Recreación ","71","0","0","0","0"
"Santa Isabel","133","Alojamiento y Servicios de Alimentos ","72","36","729","2071249","2843"
"Santa Isabel","133","Otros Servicios Excepto Adm. Pública ","81","7","18","108826","6046"
"Santa Isabel","133","Administración Pública ","92","8","416 ","1962031 ","4720 "
"Santa Isabel","133","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Toa Alta","135","Total Municipio Segundo Trimestre 2022 ","","410","4029","23740472","5893"
"Toa Alta","135","Agricultura, Bosque, Pesca y Caza","11","6","22","78083","3549"
"Toa Alta","135","Mineria","21","0","0","0","0"
"Toa Alta","135","Electricidad, Agua y Gas ","22","2","*","*","*"
"Toa Alta","135","Construcción ","23","44","321","1887772","5881"
"Toa Alta","135","Manufactura","31-33","38","337","1587749","4716"
"Toa Alta","135","Alimentos","311","13","102","507178","4972"
"Toa Alta","135","Productos de Tabaco y Bebidas","312","1","*","*","*"
"Toa Alta","135","Textiles ","313","0","0","0","0"
"Toa Alta","135","Productos Textiles Excepto Ropa","314","1","*","*","*"
"Toa Alta","135","Ropa ","315","1","*","*","*"
"Toa Alta","135","Cuero y Productos Relacionados ","316","0","0","0","0"
"Toa Alta","135","Productos de Madera","321","1","*","*","*"
"Toa Alta","135","Papel","322","0","0","0","0"
"Toa Alta","135","Imprenta e Industrias Relacionadas ","323","1","*","*","*"
"Toa Alta","135","Productos de Petróleo y Carbón ","324","1","*","*","*"
"Toa Alta","135","Productos Químicos ","325","0","0","0","0"
"Toa Alta","135","Productos de Goma y Plásticos","326","1","*","*","*"
"Toa Alta","135","Productos Minerales no Metálicos ","327","4","17","114940","6761"
"Toa Alta","135","Industrias de Materiales Primarios ","331","0","0","0","0"
"Toa Alta","135","Productos de Metal ","332","6","43","157554","3636"
"Toa Alta","135","Maquinaria ","333","0","0","0","0"
"Toa Alta","135","Computadora y Productos Electrónicos","334","0","0","0","0"
"Toa Alta","135","Equipo y Aparatos Eléctricos ","335","0","0","0","0"
"Toa Alta","135","Equipo de Transportación ","336","0","0","0","0"
"Toa Alta","135","Muebles y Productos Relacionados ","337","6","53","234088","4445"
"Toa Alta","135","Industrias Manufactureras Misceláneas","339","2","*","*","*"
"Toa Alta","135","Comercio al por Mayor","42","27","109","899917","8231"
"Toa Alta","135","Comercio al Detal","44-45","84","848","4018516","4737"
"Toa Alta","135","Transportación y Almacenamiento ","48-49","18","97","709313","7338"
"Toa Alta","135","Información","51","2","*","*","*"
"Toa Alta","135","Finanzas y Seguros ","52","5","29","216112","7367"
"Toa Alta","135","Bienes Raíces, Renta o Arrendamiento ","53","10","74","474269","6438"
"Toa Alta","135","Servicios Profesionales y Técnicos ","54","32","87","916906","10580"
"Toa Alta","135","Gerencia de Companías y Empresas ","55","1","*","*","*"
"Toa Alta","135","Servicios Adm. y Desperdicios Sólidos","56","15","82","452426","5540"
"Toa Alta","135","Servicios Educativos ","61","5","597 ","4078620 ","6832 "
"Toa Alta","135","Servicios de Salud y Asistencia Social ","62","56","412","2663027","6469"
"Toa Alta","135","Arte, Entretenimiento y Recreación ","71","6","12","101988","8269"
"Toa Alta","135","Alojamiento y Servicios de Alimentos ","72","33","385","1477658","3838"
"Toa Alta","135","Otros Servicios Excepto Adm. Pública ","81","17","49","294498","6051"
"Toa Alta","135","Administración Pública ","92","8","371 ","1912434 ","5155 "
"Toa Alta","135","Otros (Establecimientos no Clasificados) ","99","1","2","7440","3720"
"Toa Baja","137","Total Municipio Segundo Trimestre 2022 ","","763","13384","91271834","6819"
"Toa Baja","137","Agricultura, Bosque, Pesca y Caza","11","3","*","*","*"
"Toa Baja","137","Mineria","21","1","*","*","*"
"Toa Baja","137","Electricidad, Agua y Gas ","22","3","291","3694468","12710"
"Toa Baja","137","Construcción ","23","48","941","5838988","6207"
"Toa Baja","137","Manufactura","31-33","53","2024","15351960","7584"
"Toa Baja","137","Alimentos","311","12","929","6752262","7266"
"Toa Baja","137","Productos de Tabaco y Bebidas","312","4","*","*","*"
"Toa Baja","137","Textiles ","313","0","0","0","0"
"Toa Baja","137","Productos Textiles Excepto Ropa","314","1","*","*","*"
"Toa Baja","137","Ropa ","315","1","*","*","*"
"Toa Baja","137","Cuero y Productos Relacionados ","316","0","0","0","0"
"Toa Baja","137","Productos de Madera","321","3","19","136154","7166"
"Toa Baja","137","Papel","322","0","0","0","0"
"Toa Baja","137","Imprenta e Industrias Relacionadas ","323","5","21","121623","5885"
"Toa Baja","137","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Toa Baja","137","Productos Químicos ","325","1","*","*","*"
"Toa Baja","137","Productos de Goma y Plásticos","326","0","0","0","0"
"Toa Baja","137","Productos Minerales no Metálicos ","327","4","79","431040","5479"
"Toa Baja","137","Industrias de Materiales Primarios ","331","1","*","*","*"
"Toa Baja","137","Productos de Metal ","332","5","221","1283555","5817"
"Toa Baja","137","Maquinaria ","333","5","71","362569","5131"
"Toa Baja","137","Computadora y Productos Electrónicos","334","0","0","0","0"
"Toa Baja","137","Equipo y Aparatos Eléctricos ","335","1","*","*","*"
"Toa Baja","137","Equipo de Transportación ","336","2","*","*","*"
"Toa Baja","137","Muebles y Productos Relacionados ","337","7","56","289161","5195"
"Toa Baja","137","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Toa Baja","137","Comercio al por Mayor","42","65","1471","13054345","8872"
"Toa Baja","137","Comercio al Detal","44-45","156","3309","19803506","5985"
"Toa Baja","137","Transportación y Almacenamiento ","48-49","46","507","5427079","10711"
"Toa Baja","137","Información","51","8","45","560337","12545"
"Toa Baja","137","Finanzas y Seguros ","52","20","140","1125348","8057"
"Toa Baja","137","Bienes Raíces, Renta o Arrendamiento ","53","24","118","1060036","8983"
"Toa Baja","137","Servicios Profesionales y Técnicos ","54","54","218","2636784","12077"
"Toa Baja","137","Gerencia de Companías y Empresas ","55","3","29","148840","5132"
"Toa Baja","137","Servicios Adm. y Desperdicios Sólidos","56","34","928","4457464","4803"
"Toa Baja","137","Servicios Educativos ","61","10","752 ","5239562 ","6968 "
"Toa Baja","137","Servicios de Salud y Asistencia Social ","62","83","571","3380143","5916"
"Toa Baja","137","Arte, Entretenimiento y Recreación ","71","7","18","118951","6488"
"Toa Baja","137","Alojamiento y Servicios de Alimentos ","72","75","1007","3791393","3766"
"Toa Baja","137","Otros Servicios Excepto Adm. Pública ","81","56","183","954818","5227"
"Toa Baja","137","Administración Pública ","92","14","803 ","4509367 ","5618 "
"Toa Baja","137","Otros (Establecimientos no Clasificados) ","99","0","0","0","0"
"Trujillo Alto","139","Total Municipio Segundo Trimestre 2022 ","","610","10287","55007615","5347"
"Trujillo Alto","139","Agricultura, Bosque, Pesca y Caza","11","5","26","114069","4387"
"Trujillo Alto","139","Mineria","21","1","*","*","*"
"Trujillo Alto","139","Electricidad, Agua y Gas ","22","1","*","*","*"
"Trujillo Alto","139","Construcción ","23","60","620","3961413","6393"
"Trujillo Alto","139","Manufactura","31-33","24","192","1239440","6467"
"Trujillo Alto","139","Alimentos","311","5","28","119794","4330"
"Trujillo Alto","139","Productos de Tabaco y Bebidas","312","0","0","0","0"
"Trujillo Alto","139","Textiles ","313","0","0","0","0"
"Trujillo Alto","139","Productos Textiles Excepto Ropa","314","1","*","*","*"
"Trujillo Alto","139","Ropa ","315","1","*","*","*"
"Trujillo Alto","139","Cuero y Productos Relacionados ","316","0","0","0","0"
"Trujillo Alto","139","Productos de Madera","321","1","*","*","*"
"Trujillo Alto","139","Papel","322","0","0","0","0"
"Trujillo Alto","139","Imprenta e Industrias Relacionadas ","323","5","30","188872","6296"
"Trujillo Alto","139","Productos de Petróleo y Carbón ","324","0","0","0","0"
"Trujillo Alto","139","Productos Químicos ","325","1","*","*","*"
"Trujillo Alto","139","Productos de Goma y Plásticos","326","0","0","0","0"
"Trujillo Alto","139","Productos Minerales no Metálicos ","327","1","*","*","*"
"Trujillo Alto","139","Industrias de Materiales Primarios ","331","0","0","0","0"
"Trujillo Alto","139","Productos de Metal ","332","3","57","258150","4556"
"Trujillo Alto","139","Maquinaria ","333","1","*","*","*"
"Trujillo Alto","139","Computadora y Productos Electrónicos","334","0","0","0","0"
"Trujillo Alto","139","Equipo y Aparatos Eléctricos ","335","2","*","*","*"
"Trujillo Alto","139","Equipo de Transportación ","336","0","0","0","0"
"Trujillo Alto","139","Muebles y Productos Relacionados ","337","2","*","*","*"
"Trujillo Alto","139","Industrias Manufactureras Misceláneas","339","1","*","*","*"
"Trujillo Alto","139","Comercio al por Mayor","42","39","433","3302688","7622"
"Trujillo Alto","139","Comercio al Detal","44-45","92","1903","8258039","4340"
"Trujillo Alto","139","Transportación y Almacenamiento ","48-49","16","113","817920","7238"
"Trujillo Alto","139","Información","51","3","99","628281","6368"
"Trujillo Alto","139","Finanzas y Seguros ","52","12","87","773267","8888"
