MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Tercer  Trimestre 2021 , Promedio 
San Juan,127,Productos Minerales no Metálicos         ,327,6, 28 ," 175,308 "," 6,336 "
San Juan,127,Industrias de Materiales Primarios       ,331,2, * , * , * 
San Juan,127,Productos de Metal                       ,332,21, 370 ," 2,390,305 "," 6,454 "
San Juan,127,Maquinaria                               ,333,7, 127 ," 1,023,868 "," 8,083 "
San Juan,127,Computadora y Productos Electrónicos    ,334,7, 57 ," 1,271,207 "," 22,172 "
San Juan,127,Equipo y Aparatos Eléctricos             ,335,11, 206 ," 2,121,644 "," 10,283 "
San Juan,127,Equipo de Transportación                 ,336,3, 23 ," 123,516 "," 5,370 "
San Juan,127,Muebles y Productos Relacionados         ,337,15, 123 ," 790,487 "," 6,427 "
San Juan,127,Industrias Manufactureras Misceláneas    ,339,20, 481 ," 3,867,406 "," 8,035 "
San Juan,127,Comercio al por Mayor                    ,42,589," 7,234 "," 85,164,016 "," 11,773 "
San Juan,127,Comercio al Detal                        ,44-45,"1,436"," 21,401 "," 148,727,466 "," 6,949 "
San Juan,127,Transportación y Almacenamiento           ,48-49,163," 6,054 "," 59,389,713 "," 9,809 "
San Juan,127,Información                              ,51,158," 5,946 "," 75,028,547 "," 12,619 "
San Juan,127,Finanzas y Seguros                       ,52,646," 14,133 "," 181,138,070 "," 12,817 "
San Juan,127,"Bienes Raíces, Renta o Arrendamiento     ",53,483," 7,117 "," 48,075,812 "," 6,755 "
San Juan,127,Servicios Profesionales y Técnicos       ,54,"2,355"," 15,407 "," 203,652,469 "," 13,218 "
San Juan,127,Gerencia de Companías y Empresas         ,55,60," 10,211 "," 131,278,932 "," 12,857 "
San Juan,127,Servicios Adm. y Desperdicios Sólidos    ,56,557," 28,529 "," 135,371,836 "," 4,745 "
San Juan,127,Servicios Educativos                     ,61,215," 15,878 "," 153,890,026 "," 9,692 "
San Juan,127,Servicios de Salud y Asistencia Social   ,62,"1,502"," 23,546 "," 224,256,076 "," 9,524 "
San Juan,127,"Arte, Entretenimiento y Recreación       ",71,153," 1,304 "," 10,214,594 "," 7,831 "
San Juan,127,Alojamiento y Servicios de Alimentos     ,72,"1,001"," 19,144 "," 94,220,885 "," 4,922 "
San Juan,127,Otros Servicios Excepto Adm. Pública     ,81,"1,078"," 5,491 "," 34,698,087 "," 6,319 "
San Juan,127,Administración Pública                   ,92,196," 40,967 "," 413,900,973 "," 10,103 "
San Juan,127,Otros (Establecimientos no Clasificados) ,99,36, 101 ," 960,439 "," 9,541 "
San Lorenzo,129,Total Municipio Tercer Trimestre 2021 ,,278," 4,375 "," 31,962,883 "," 7,306 "
San Lorenzo,129,"Agricultura, Bosque, Pesca y Caza        ",11,8, 27 ," 101,213 "," 3,749 "
San Lorenzo,129,Mineria                                  ,21,2, * , * , * 
San Lorenzo,129,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
San Lorenzo,129,Construcción                             ,23,24, 256 ," 1,501,214 "," 5,856 "
San Lorenzo,129,Manufactura                              ,31-33,17," 1,304 "," 14,270,439 "," 10,941 "
San Lorenzo,129,Alimentos                                ,311,3, 58 ," 233,106 "," 4,042 "
San Lorenzo,129,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
San Lorenzo,129,Textiles                                 ,313,0, -   , -   , -   
San Lorenzo,129,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
San Lorenzo,129,Ropa                                     ,315,0, -   , -   , -   
San Lorenzo,129,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
San Lorenzo,129,Productos de Madera                      ,321,0, -   , -   , -   
San Lorenzo,129,Papel                                    ,322,0, -   , -   , -   
San Lorenzo,129,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
San Lorenzo,129,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
San Lorenzo,129,Productos Químicos                       ,325,1, * , * , * 
San Lorenzo,129,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
San Lorenzo,129,Productos Minerales no Metálicos         ,327,1, * , * , * 
San Lorenzo,129,Industrias de Materiales Primarios       ,331,1, * , * , * 
San Lorenzo,129,Productos de Metal                       ,332,4, 17 ," 66,924 "," 3,937 "
San Lorenzo,129,Maquinaria                               ,333,1, * , * , * 
San Lorenzo,129,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
San Lorenzo,129,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
San Lorenzo,129,Equipo de Transportación                 ,336,0, -   , -   , -   
San Lorenzo,129,Muebles y Productos Relacionados         ,337,3, * , * , * 
San Lorenzo,129,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
San Lorenzo,129,Comercio al por Mayor                    ,42,7, 37 ," 170,052 "," 4,638 "
San Lorenzo,129,Comercio al Detal                        ,44-45,78, 828 ," 3,655,054 "," 4,416 "
San Lorenzo,129,Transportación y Almacenamiento           ,48-49,5, 20 ," 244,396 "," 12,427 "
San Lorenzo,129,Información                              ,51,0, -   , -   , -   
San Lorenzo,129,Finanzas y Seguros                       ,52,9, 84 ," 661,884 "," 7,880 "
San Lorenzo,129,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 21 ," 139,023 "," 6,727 "
San Lorenzo,129,Servicios Profesionales y Técnicos       ,54,14, 56 ," 491,825 "," 8,835 "
San Lorenzo,129,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
San Lorenzo,129,Servicios Adm. y Desperdicios Sólidos    ,56,9, 150 ," 1,097,069 "," 7,330 "
San Lorenzo,129,Servicios Educativos                     ,61,5, 429 ," 2,792,030 "," 6,508 "
San Lorenzo,129,Servicios de Salud y Asistencia Social   ,62,41, 314 ," 2,084,317 "," 6,638 "
San Lorenzo,129,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
San Lorenzo,129,Alojamiento y Servicios de Alimentos     ,72,33, 276 ," 990,322 "," 3,592 "
San Lorenzo,129,Otros Servicios Excepto Adm. Pública     ,81,8, 47 ," 158,007 "," 3,338 "
San Lorenzo,129,Administración Pública                   ,92,9, 470 ," 3,290,234 "," 7,005 "
San Lorenzo,129,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
San Sebastián,131,Total Municipio Tercer Trimestre 2021 ,,582," 5,501 "," 24,389,188 "," 4,433 "
San Sebastián,131,"Agricultura, Bosque, Pesca y Caza        ",11,108, 388 ," 1,041,052 "," 2,681 "
San Sebastián,131,Mineria                                  ,21,0, -   , -   , -   
San Sebastián,131,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
San Sebastián,131,Construcción                             ,23,30, 220 ," 728,185 "," 3,310 "
San Sebastián,131,Manufactura                              ,31-33,32, 335 ," 1,033,201 "," 3,087 "
San Sebastián,131,Alimentos                                ,311,13, 60 ," 199,723 "," 3,347 "
San Sebastián,131,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
San Sebastián,131,Textiles                                 ,313,0, -   , -   , -   
San Sebastián,131,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
San Sebastián,131,Ropa                                     ,315,0, -   , -   , -   
San Sebastián,131,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
San Sebastián,131,Productos de Madera                      ,321,2, * , * , * 
San Sebastián,131,Papel                                    ,322,0, -   , -   , -   
San Sebastián,131,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
San Sebastián,131,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
San Sebastián,131,Productos Químicos                       ,325,0, -   , -   , -   
San Sebastián,131,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
San Sebastián,131,Productos Minerales no Metálicos         ,327,2, * , * , * 
San Sebastián,131,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
San Sebastián,131,Productos de Metal                       ,332,7, 51 ," 143,724 "," 2,837 "
San Sebastián,131,Maquinaria                               ,333,0, -   , -   , -   
San Sebastián,131,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
San Sebastián,131,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
San Sebastián,131,Equipo de Transportación                 ,336,0, -   , -   , -   
San Sebastián,131,Muebles y Productos Relacionados         ,337,5, 38 ," 103,564 "," 2,702 "
San Sebastián,131,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
San Sebastián,131,Comercio al por Mayor                    ,42,24, 165 ," 586,182 "," 3,560 "
San Sebastián,131,Comercio al Detal                        ,44-45,126," 1,261 "," 6,208,538 "," 4,924 "
San Sebastián,131,Transportación y Almacenamiento           ,48-49,5, 24 ," 273,527 "," 11,557 "
San Sebastián,131,Información                              ,51,6, 29 ," 144,960 "," 4,999 "
San Sebastián,131,Finanzas y Seguros                       ,52,15, 124 ," 1,087,490 "," 8,747 "
San Sebastián,131,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 27 ," 195,012 "," 7,313 "
San Sebastián,131,Servicios Profesionales y Técnicos       ,54,35, 119 ," 734,549 "," 6,190 "
San Sebastián,131,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
San Sebastián,131,Servicios Adm. y Desperdicios Sólidos    ,56,8, * , * , * 
San Sebastián,131,Servicios Educativos                     ,61,6, 664 ," 4,315,332 "," 6,496 "
San Sebastián,131,Servicios de Salud y Asistencia Social   ,62,80, 565 ," 2,515,004 "," 4,454 "
San Sebastián,131,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
San Sebastián,131,Alojamiento y Servicios de Alimentos     ,72,51, 492 ," 1,462,258 "," 2,974 "
San Sebastián,131,Otros Servicios Excepto Adm. Pública     ,81,27, 72 ," 267,648 "," 3,700 "
San Sebastián,131,Administración Pública                   ,92,12, 493 ," 2,471,142 "," 5,016 "
San Sebastián,131,Otros (Establecimientos no Clasificados) ,99,3, 5 ," 14,290 "," 2,858 "
Santa Isabel,133,Total Municipio Tercer Trimestre 2021 ,,230," 5,803 "," 34,374,977 "," 5,923 "
Santa Isabel,133,"Agricultura, Bosque, Pesca y Caza        ",11,35, 570 ," 2,082,988 "," 3,657 "
Santa Isabel,133,Mineria                                  ,21,0, -   , -   , -   
Santa Isabel,133,"Electricidad, Agua y Gas                 ",22,4, 35 ," 313,560 "," 8,959 "
Santa Isabel,133,Construcción                             ,23,11, 91 ," 411,159 "," 4,502 "
Santa Isabel,133,Manufactura                              ,31-33,7, * , * , * 
Santa Isabel,133,Alimentos                                ,311,4, * , * , * 
Santa Isabel,133,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Santa Isabel,133,Textiles                                 ,313,0, -   , -   , -   
Santa Isabel,133,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Santa Isabel,133,Ropa                                     ,315,0, -   , -   , -   
Santa Isabel,133,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Santa Isabel,133,Productos de Madera                      ,321,0, -   , -   , -   
Santa Isabel,133,Papel                                    ,322,0, -   , -   , -   
Santa Isabel,133,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Santa Isabel,133,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Santa Isabel,133,Productos Químicos                       ,325,0, -   , -   , -   
Santa Isabel,133,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Santa Isabel,133,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Santa Isabel,133,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Santa Isabel,133,Productos de Metal                       ,332,0, -   , -   , -   
Santa Isabel,133,Maquinaria                               ,333,0, -   , -   , -   
Santa Isabel,133,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Santa Isabel,133,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Santa Isabel,133,Equipo de Transportación                 ,336,1, * , * , * 
Santa Isabel,133,Muebles y Productos Relacionados         ,337,1, * , * , * 
Santa Isabel,133,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Santa Isabel,133,Comercio al por Mayor                    ,42,6, 451 ," 1,948,716 "," 4,321 "
Santa Isabel,133,Comercio al Detal                        ,44-45,52," 1,161 "," 5,778,362 "," 4,976 "
Santa Isabel,133,Transportación y Almacenamiento           ,48-49,5, 30 ," 278,734 "," 9,189 "
Santa Isabel,133,Información                              ,51,6, 65 ," 524,821 "," 8,074 "
Santa Isabel,133,Finanzas y Seguros                       ,52,7, 49 ," 306,423 "," 6,211 "
Santa Isabel,133,"Bienes Raíces, Renta o Arrendamiento     ",53,7, 29 ," 177,726 "," 6,059 "
Santa Isabel,133,Servicios Profesionales y Técnicos       ,54,10, 76 ," 543,647 "," 7,122 "
Santa Isabel,133,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Santa Isabel,133,Servicios Adm. y Desperdicios Sólidos    ,56,5, 272 ," 905,682 "," 3,330 "
Santa Isabel,133,Servicios Educativos                     ,61,3, 216 ," 1,455,741 "," 6,750 "
Santa Isabel,133,Servicios de Salud y Asistencia Social   ,62,20, 156 ," 1,572,869 "," 10,061 "
Santa Isabel,133,"Arte, Entretenimiento y Recreación       ",71,0, -   , -   , -   
Santa Isabel,133,Alojamiento y Servicios de Alimentos     ,72,35, 700 ," 1,803,898 "," 2,578 "
Santa Isabel,133,Otros Servicios Excepto Adm. Pública     ,81,7, 16 ," 126,789 "," 7,924 "
Santa Isabel,133,Administración Pública                   ,92,8, 365 ," 1,626,061 "," 4,459 "
Santa Isabel,133,Otros (Establecimientos no Clasificados) ,99,2, * , * , * 
Toa Alta,135,Total Municipio Tercer Trimestre 2021 ,,398," 3,854 "," 21,468,602 "," 5,571 "
Toa Alta,135,"Agricultura, Bosque, Pesca y Caza        ",11,6, 21 ," 61,916 "," 2,948 "
Toa Alta,135,Mineria                                  ,21,0, -   , -   , -   
Toa Alta,135,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Toa Alta,135,Construcción                             ,23,39, 277 ," 1,623,168 "," 5,853 "
Toa Alta,135,Manufactura                              ,31-33,35, 371 ," 1,534,222 "," 4,139 "
Toa Alta,135,Alimentos                                ,311,13, 99 ," 455,284 "," 4,583 "
Toa Alta,135,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Toa Alta,135,Textiles                                 ,313,0, -   , -   , -   
Toa Alta,135,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Toa Alta,135,Ropa                                     ,315,1, * , * , * 
Toa Alta,135,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Toa Alta,135,Productos de Madera                      ,321,1, * , * , * 
Toa Alta,135,Papel                                    ,322,0, -   , -   , -   
Toa Alta,135,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Toa Alta,135,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Toa Alta,135,Productos Químicos                       ,325,0, -   , -   , -   
Toa Alta,135,Productos de Goma y Plásticos            ,326,1, * , * , * 
Toa Alta,135,Productos Minerales no Metálicos         ,327,4, 18 ," 110,502 "," 6,139 "
Toa Alta,135,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Toa Alta,135,Productos de Metal                       ,332,4, 18 ," 81,033 "," 4,502 "
Toa Alta,135,Maquinaria                               ,333,0, -   , -   , -   
Toa Alta,135,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Toa Alta,135,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Toa Alta,135,Equipo de Transportación                 ,336,0, -   , -   , -   
Toa Alta,135,Muebles y Productos Relacionados         ,337,5, 54 ," 225,323 "," 4,147 "
Toa Alta,135,Industrias Manufactureras Misceláneas    ,339,2, * , * , * 
Toa Alta,135,Comercio al por Mayor                    ,42,25, 105 ," 805,534 "," 7,696 "
Toa Alta,135,Comercio al Detal                        ,44-45,82, 821 ," 3,485,236 "," 4,247 "
Toa Alta,135,Transportación y Almacenamiento           ,48-49,18, 140 ," 1,295,507 "," 9,232 "
Toa Alta,135,Información                              ,51,2, * , * , * 
Toa Alta,135,Finanzas y Seguros                       ,52,4, 29 ," 184,949 "," 6,378 "
Toa Alta,135,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 69 ," 437,730 "," 6,375 "
Toa Alta,135,Servicios Profesionales y Técnicos       ,54,29, 91 ," 887,639 "," 9,790 "
Toa Alta,135,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Toa Alta,135,Servicios Adm. y Desperdicios Sólidos    ,56,20, 85 ," 431,287 "," 5,054 "
Toa Alta,135,Servicios Educativos                     ,61,6, 556 ," 3,521,336 "," 6,333 "
Toa Alta,135,Servicios de Salud y Asistencia Social   ,62,55, 386 ," 2,408,188 "," 6,233 "
Toa Alta,135,"Arte, Entretenimiento y Recreación       ",71,5, 9 ," 35,176 "," 4,059 "
Toa Alta,135,Alojamiento y Servicios de Alimentos     ,72,33, 339 ," 1,312,745 "," 3,872 "
Toa Alta,135,Otros Servicios Excepto Adm. Pública     ,81,14, 43 ," 236,216 "," 5,536 "
Toa Alta,135,Administración Pública                   ,92,10, 358 ," 1,819,646 "," 5,083 "
Toa Alta,135,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Toa Baja,137,Total Municipio Tercer Trimestre 2021 ,,724," 12,901 "," 80,945,174 "," 6,274 "
Toa Baja,137,"Agricultura, Bosque, Pesca y Caza        ",11,3, 17 ," 39,109 "," 2,347 "
Toa Baja,137,Mineria                                  ,21,1, * , * , * 
Toa Baja,137,"Electricidad, Agua y Gas                 ",22,3, 282 ," 3,085,687 "," 10,929 "
Toa Baja,137,Construcción                             ,23,51," 1,038 "," 6,706,259 "," 6,459 "
Toa Baja,137,Manufactura                              ,31-33,50," 1,972 "," 13,489,550 "," 6,839 "
Toa Baja,137,Alimentos                                ,311,10, 929 ," 6,397,364 "," 6,886 "
Toa Baja,137,Productos de Tabaco y Bebidas            ,312,4, 425 ," 3,435,624 "," 8,090 "
Toa Baja,137,Textiles                                 ,313,0, -   , -   , -   
Toa Baja,137,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Toa Baja,137,Ropa                                     ,315,0, -   , -   , -   
Toa Baja,137,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Toa Baja,137,Productos de Madera                      ,321,3, 18 ," 125,913 "," 6,995 "
Toa Baja,137,Papel                                    ,322,0, -   , -   , -   
Toa Baja,137,Imprenta e Industrias Relacionadas       ,323,5, 19 ," 119,095 "," 6,380 "
Toa Baja,137,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Toa Baja,137,Productos Químicos                       ,325,1, * , * , * 
Toa Baja,137,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Toa Baja,137,Productos Minerales no Metálicos         ,327,4, 73 ," 405,491 "," 5,580 "
Toa Baja,137,Industrias de Materiales Primarios       ,331,1, * , * , * 
Toa Baja,137,Productos de Metal                       ,332,4, 223 ," 1,264,703 "," 5,680 "
Toa Baja,137,Maquinaria                               ,333,5, 63 ," 307,353 "," 4,853 "
Toa Baja,137,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Toa Baja,137,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Toa Baja,137,Equipo de Transportación                 ,336,2, * , * , * 
Toa Baja,137,Muebles y Productos Relacionados         ,337,8, 56 ," 303,888 "," 5,459 "
Toa Baja,137,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Toa Baja,137,Comercio al por Mayor                    ,42,58," 1,244 "," 10,800,322 "," 8,680 "
Toa Baja,137,Comercio al Detal                        ,44-45,143," 3,333 "," 19,578,210 "," 5,873 "
Toa Baja,137,Transportación y Almacenamiento           ,48-49,43, 456 ," 5,507,422 "," 12,069 "
Toa Baja,137,Información                              ,51,7, 45 ," 475,759 "," 10,572 "
Toa Baja,137,Finanzas y Seguros                       ,52,19, 134 ," 1,099,769 "," 8,187 "
Toa Baja,137,"Bienes Raíces, Renta o Arrendamiento     ",53,25, 111 ," 999,949 "," 8,982 "
Toa Baja,137,Servicios Profesionales y Técnicos       ,54,50, 200 ," 1,621,056 "," 8,119 "
Toa Baja,137,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Toa Baja,137,Servicios Adm. y Desperdicios Sólidos    ,56,33, 707 ," 2,866,816 "," 4,055 "
Toa Baja,137,Servicios Educativos                     ,61,9, 776 ," 4,793,359 "," 6,174 "
Toa Baja,137,Servicios de Salud y Asistencia Social   ,62,80, 557 ," 3,022,692 "," 5,423 "
Toa Baja,137,"Arte, Entretenimiento y Recreación       ",71,9, 18 ," 124,154 "," 6,772 "
Toa Baja,137,Alojamiento y Servicios de Alimentos     ,72,70, 940 ," 3,618,101 "," 3,850 "
Toa Baja,137,Otros Servicios Excepto Adm. Pública     ,81,53, 184 ," 978,168 "," 5,316 "
Toa Baja,137,Administración Pública                   ,92,15, 835 ," 1,880,330 "," 2,251 "
Toa Baja,137,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Trujillo Alto,139,Total Municipio Tercer Trimestre 2021 ,,579," 10,157 "," 50,998,653 "," 5,021 "
Trujillo Alto,139,"Agricultura, Bosque, Pesca y Caza        ",11,6, 26 ," 119,224 "," 4,586 "
Trujillo Alto,139,Mineria                                  ,21,1, * , * , * 
Trujillo Alto,139,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Trujillo Alto,139,Construcción                             ,23,54, 571 ," 3,565,009 "," 6,247 "
Trujillo Alto,139,Manufactura                              ,31-33,22, 179 ," 1,136,936 "," 6,352 "
Trujillo Alto,139,Alimentos                                ,311,4, 22 ," 80,271 "," 3,705 "
Trujillo Alto,139,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Trujillo Alto,139,Textiles                                 ,313,0, -   , -   , -   
Trujillo Alto,139,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Trujillo Alto,139,Ropa                                     ,315,1, * , * , * 
Trujillo Alto,139,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Trujillo Alto,139,Productos de Madera                      ,321,2, * , * , * 
Trujillo Alto,139,Papel                                    ,322,0, -   , -   , -   
Trujillo Alto,139,Imprenta e Industrias Relacionadas       ,323,4, 24 ," 112,345 "," 4,681 "
Trujillo Alto,139,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Trujillo Alto,139,Productos Químicos                       ,325,1, * , * , * 
Trujillo Alto,139,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Trujillo Alto,139,Productos Minerales no Metálicos         ,327,1, * , * , * 
Trujillo Alto,139,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Trujillo Alto,139,Productos de Metal                       ,332,3, 54 ," 261,872 "," 4,880 "
Trujillo Alto,139,Maquinaria                               ,333,1, * , * , * 
Trujillo Alto,139,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Trujillo Alto,139,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Trujillo Alto,139,Equipo de Transportación                 ,336,0, -   , -   , -   
Trujillo Alto,139,Muebles y Productos Relacionados         ,337,2, * , * , * 
Trujillo Alto,139,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Trujillo Alto,139,Comercio al por Mayor                    ,42,38, 417 ," 3,233,491 "," 7,760 "
Trujillo Alto,139,Comercio al Detal                        ,44-45,90," 1,931 "," 8,392,661 "," 4,346 "
Trujillo Alto,139,Transportación y Almacenamiento           ,48-49,15, 186 ," 1,505,277 "," 8,093 "
Trujillo Alto,139,Información                              ,51,2, * , * , * 
Trujillo Alto,139,Finanzas y Seguros                       ,52,12, 85 ," 611,798 "," 7,170 "
Trujillo Alto,139,"Bienes Raíces, Renta o Arrendamiento     ",53,27, 151 ," 927,133 "," 6,126 "
Trujillo Alto,139,Servicios Profesionales y Técnicos       ,54,65, 328 ," 2,306,712 "," 7,026 "
Trujillo Alto,139,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Trujillo Alto,139,Servicios Adm. y Desperdicios Sólidos    ,56,33, 621 ," 2,840,898 "," 4,575 "
Trujillo Alto,139,Servicios Educativos                     ,61,11, 547 ," 3,403,389 "," 6,226 "
Trujillo Alto,139,Servicios de Salud y Asistencia Social   ,62,84," 3,394 "," 13,863,935 "," 4,085 "
Trujillo Alto,139,"Arte, Entretenimiento y Recreación       ",71,6, 14 ," 78,833 "," 5,631 "
Trujillo Alto,139,Alojamiento y Servicios de Alimentos     ,72,54, 598 ," 2,038,901 "," 3,411 "
Trujillo Alto,139,Otros Servicios Excepto Adm. Pública     ,81,44, 135 ," 786,971 "," 5,844 "
Trujillo Alto,139,Administración Pública                   ,92,13, 689 ," 3,475,949 "," 5,047 "
Trujillo Alto,139,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Utuado,141,Total Municipio Tercer Trimestre 2021 ,,279," 3,500 "," 18,841,746 "," 5,383 "
Utuado,141,"Agricultura, Bosque, Pesca y Caza        ",11,61, 165 ," 347,381 "," 2,110 "
Utuado,141,Mineria                                  ,21,0, -   , -   , -   
Utuado,141,"Electricidad, Agua y Gas                 ",22,3, 111 ," 659,252 "," 5,921 "
Utuado,141,Construcción                             ,23,10, 42 ," 158,559 "," 3,805 "
Utuado,141,Manufactura                              ,31-33,10, 156 ," 587,273 "," 3,765 "
Utuado,141,Alimentos                                ,311,4, 49 ," 177,370 "," 3,620 "
Utuado,141,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Utuado,141,Textiles                                 ,313,0, -   , -   , -   
Utuado,141,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Utuado,141,Ropa                                     ,315,1, * , * , * 
Utuado,141,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Utuado,141,Productos de Madera                      ,321,1, * , * , * 
Utuado,141,Papel                                    ,322,1, * , * , * 
Utuado,141,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Utuado,141,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Utuado,141,Productos Químicos                       ,325,0, -   , -   , -   
Utuado,141,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Utuado,141,Productos Minerales no Metálicos         ,327,1, * , * , * 
Utuado,141,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Utuado,141,Productos de Metal                       ,332,2, * , * , * 
Utuado,141,Maquinaria                               ,333,0, -   , -   , -   
Utuado,141,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Utuado,141,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Utuado,141,Equipo de Transportación                 ,336,0, -   , -   , -   
Utuado,141,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Utuado,141,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Utuado,141,Comercio al por Mayor                    ,42,7, 23 ," 130,861 "," 5,690 "
Utuado,141,Comercio al Detal                        ,44-45,48, 522 ," 2,064,435 "," 3,957 "
Utuado,141,Transportación y Almacenamiento           ,48-49,5, 20 ," 247,181 "," 12,156 "
Utuado,141,Información                              ,51,5, 34 ," 216,771 "," 6,376 "
Utuado,141,Finanzas y Seguros                       ,52,7, 44 ," 324,728 "," 7,380 "
Utuado,141,"Bienes Raíces, Renta o Arrendamiento     ",53,6, 22 ," 189,396 "," 8,609 "
Utuado,141,Servicios Profesionales y Técnicos       ,54,18, 35 ," 264,611 "," 7,489 "
Utuado,141,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Utuado,141,Servicios Adm. y Desperdicios Sólidos    ,56,3, * , * , * 
Utuado,141,Servicios Educativos                     ,61,4, 657 ," 4,718,216 "," 7,181 "
Utuado,141,Servicios de Salud y Asistencia Social   ,62,38, 392 ," 2,130,950 "," 5,436 "
Utuado,141,"Arte, Entretenimiento y Recreación       ",71,3, 7 ," 17,442 "," 2,492 "
Utuado,141,Alojamiento y Servicios de Alimentos     ,72,22, 191 ," 632,772 "," 3,313 "
Utuado,141,Otros Servicios Excepto Adm. Pública     ,81,10, 26 ," 84,587 "," 3,253 "
