MUNICIPIO,CTY,INDUSTRIA,NAICS,UNIDADES, EMPLEO PROMEDIO , SALRIO Total Municipio Primer Trimestre 2021 , Promedio 
San Juan,127,"Arte, Entretenimiento y Recreación       ",71,153," 1,349 "," 8,965,590 "," 6,646 "
San Juan,127,Alojamiento y Servicios de Alimentos     ,72,982," 15,835 "," 64,716,959 "," 4,087 "
San Juan,127,Otros Servicios Excepto Adm. Pública     ,81,"1,075"," 5,265 "," 31,965,842 "," 6,071 "
San Juan,127,Administración Pública                   ,92,195," 41,134 "," 409,231,772 "," 9,949 "
San Juan,127,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
San Lorenzo,129,Total Municipio Primer Trimestre 2021 ,,279," 4,190 "," 29,128,005 "," 6,951 "
San Lorenzo,129,"Agricultura, Bosque, Pesca y Caza        ",11,11, 28 ," 108,588 "," 3,925 "
San Lorenzo,129,Mineria                                  ,21,2, * , * , * 
San Lorenzo,129,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
San Lorenzo,129,Construcción                             ,23,25, 228 ," 1,295,894 "," 5,675 "
San Lorenzo,129,Manufactura                              ,31-33,16," 1,264 "," 13,532,492 "," 10,709 "
San Lorenzo,129,Alimentos                                ,311,2, * , * , * 
San Lorenzo,129,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
San Lorenzo,129,Textiles                                 ,313,0, -   , -   , -   
San Lorenzo,129,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
San Lorenzo,129,Ropa                                     ,315,0, -   , -   , -   
San Lorenzo,129,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
San Lorenzo,129,Productos de Madera                      ,321,0, -   , -   , -   
San Lorenzo,129,Papel                                    ,322,0, -   , -   , -   
San Lorenzo,129,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
San Lorenzo,129,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
San Lorenzo,129,Productos Químicos                       ,325,1, * , * , * 
San Lorenzo,129,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
San Lorenzo,129,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
San Lorenzo,129,Industrias de Materiales Primarios       ,331,1, * , * , * 
San Lorenzo,129,Productos de Metal                       ,332,5, 14 ," 64,941 "," 4,639 "
San Lorenzo,129,Maquinaria                               ,333,1, * , * , * 
San Lorenzo,129,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
San Lorenzo,129,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
San Lorenzo,129,Equipo de Transportación                 ,336,0, -   , -   , -   
San Lorenzo,129,Muebles y Productos Relacionados         ,337,3, * , * , * 
San Lorenzo,129,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
San Lorenzo,129,Comercio al por Mayor                    ,42,6, 28 ," 125,522 "," 4,537 "
San Lorenzo,129,Comercio al Detal                        ,44-45,76, 803 ," 3,551,089 "," 4,420 "
San Lorenzo,129,Transportación y Almacenamiento           ,48-49,5, 21 ," 262,601 "," 12,309 "
San Lorenzo,129,Información                              ,51,1, * , * , * 
San Lorenzo,129,Finanzas y Seguros                       ,52,9, 84 ," 574,861 "," 6,844 "
San Lorenzo,129,"Bienes Raíces, Renta o Arrendamiento     ",53,4, 18 ," 110,301 "," 6,128 "
San Lorenzo,129,Servicios Profesionales y Técnicos       ,54,16, 55 ," 398,228 "," 7,285 "
San Lorenzo,129,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
San Lorenzo,129,Servicios Adm. y Desperdicios Sólidos    ,56,9, 108 ," 779,283 "," 7,216 "
San Lorenzo,129,Servicios Educativos                     ,61,4, 436 ," 2,904,807 "," 6,662 "
San Lorenzo,129,Servicios de Salud y Asistencia Social   ,62,42, 298 ," 1,804,118 "," 6,054 "
San Lorenzo,129,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
San Lorenzo,129,Alojamiento y Servicios de Alimentos     ,72,32, 257 ," 809,231 "," 3,153 "
San Lorenzo,129,Otros Servicios Excepto Adm. Pública     ,81,10, 49 ," 155,564 "," 3,197 "
San Lorenzo,129,Administración Pública                   ,92,9, 478 ," 2,437,658 "," 5,096 "
San Lorenzo,129,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
San Sebastián,131,Total Municipio Primer Trimestre 2021 ,,563," 5,019 "," 22,988,584 "," 4,580 "
San Sebastián,131,"Agricultura, Bosque, Pesca y Caza        ",11,108, 385 ," 945,641 "," 2,454 "
San Sebastián,131,Mineria                                  ,21,0, -   , -   , -   
San Sebastián,131,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
San Sebastián,131,Construcción                             ,23,31, 236 ," 780,953 "," 3,314 "
San Sebastián,131,Manufactura                              ,31-33,32, 204 ," 685,024 "," 3,363 "
San Sebastián,131,Alimentos                                ,311,13, 62 ," 191,410 "," 3,087 "
San Sebastián,131,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
San Sebastián,131,Textiles                                 ,313,0, -   , -   , -   
San Sebastián,131,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
San Sebastián,131,Ropa                                     ,315,0, -   , -   , -   
San Sebastián,131,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
San Sebastián,131,Productos de Madera                      ,321,2, * , * , * 
San Sebastián,131,Papel                                    ,322,0, -   , -   , -   
San Sebastián,131,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
San Sebastián,131,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
San Sebastián,131,Productos Químicos                       ,325,0, -   , -   , -   
San Sebastián,131,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
San Sebastián,131,Productos Minerales no Metálicos         ,327,2, * , * , * 
San Sebastián,131,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
San Sebastián,131,Productos de Metal                       ,332,7, 34 ," 101,506 "," 3,015 "
San Sebastián,131,Maquinaria                               ,333,0, -   , -   , -   
San Sebastián,131,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
San Sebastián,131,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
San Sebastián,131,Equipo de Transportación                 ,336,0, -   , -   , -   
San Sebastián,131,Muebles y Productos Relacionados         ,337,5, 29 ," 77,625 "," 2,708 "
San Sebastián,131,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
San Sebastián,131,Comercio al por Mayor                    ,42,23, 148 ," 433,812 "," 2,931 "
San Sebastián,131,Comercio al Detal                        ,44-45,118," 1,256 "," 5,575,337 "," 4,439 "
San Sebastián,131,Transportación y Almacenamiento           ,48-49,5, 28 ," 305,530 "," 11,043 "
San Sebastián,131,Información                              ,51,6, 24 ," 134,045 "," 5,664 "
San Sebastián,131,Finanzas y Seguros                       ,52,14, 127 ," 986,967 "," 7,792 "
San Sebastián,131,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 28 ," 182,672 "," 6,524 "
San Sebastián,131,Servicios Profesionales y Técnicos       ,54,31, 101 ," 539,691 "," 5,343 "
San Sebastián,131,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
San Sebastián,131,Servicios Adm. y Desperdicios Sólidos    ,56,7, 111 ," 373,783 "," 3,378 "
San Sebastián,131,Servicios Educativos                     ,61,6, 685 ," 4,389,057 "," 6,407 "
San Sebastián,131,Servicios de Salud y Asistencia Social   ,62,80, 580 ," 2,493,385 "," 4,301 "
San Sebastián,131,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
San Sebastián,131,Alojamiento y Servicios de Alimentos     ,72,51, 451 ," 1,180,791 "," 2,618 "
San Sebastián,131,Otros Servicios Excepto Adm. Pública     ,81,24, 73 ," 240,057 "," 3,304 "
San Sebastián,131,Administración Pública                   ,92,12, 477 ," 2,517,985 "," 5,275 "
San Sebastián,131,Otros (Establecimientos no Clasificados) ,99,1, * , * , * 
Santa Isabel,133,Total Municipio Primer Trimestre 2021 ,,221," 6,901 "," 35,030,396 "," 5,076 "
Santa Isabel,133,"Agricultura, Bosque, Pesca y Caza        ",11,35," 1,620 "," 3,090,360 "," 1,908 "
Santa Isabel,133,Mineria                                  ,21,0, -   , -   , -   
Santa Isabel,133,"Electricidad, Agua y Gas                 ",22,3, 79 ," 1,025,781 "," 12,930 "
Santa Isabel,133,Construcción                             ,23,9, 75 ," 350,301 "," 4,650 "
Santa Isabel,133,Manufactura                              ,31-33,6, * , * , * 
Santa Isabel,133,Alimentos                                ,311,4, * , * , * 
Santa Isabel,133,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Santa Isabel,133,Textiles                                 ,313,0, -   , -   , -   
Santa Isabel,133,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Santa Isabel,133,Ropa                                     ,315,0, -   , -   , -   
Santa Isabel,133,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Santa Isabel,133,Productos de Madera                      ,321,0, -   , -   , -   
Santa Isabel,133,Papel                                    ,322,0, -   , -   , -   
Santa Isabel,133,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Santa Isabel,133,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Santa Isabel,133,Productos Químicos                       ,325,0, -   , -   , -   
Santa Isabel,133,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Santa Isabel,133,Productos Minerales no Metálicos         ,327,0, -   , -   , -   
Santa Isabel,133,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Santa Isabel,133,Productos de Metal                       ,332,0, -   , -   , -   
Santa Isabel,133,Maquinaria                               ,333,0, -   , -   , -   
Santa Isabel,133,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Santa Isabel,133,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Santa Isabel,133,Equipo de Transportación                 ,336,1, * , * , * 
Santa Isabel,133,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Santa Isabel,133,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Santa Isabel,133,Comercio al por Mayor                    ,42,6, 376 ," 1,640,176 "," 4,362 "
Santa Isabel,133,Comercio al Detal                        ,44-45,50," 1,073 "," 5,414,293 "," 5,044 "
Santa Isabel,133,Transportación y Almacenamiento           ,48-49,4, 26 ," 269,241 "," 10,224 "
Santa Isabel,133,Información                              ,51,4, 35 ," 296,696 "," 8,559 "
Santa Isabel,133,Finanzas y Seguros                       ,52,7, 47 ," 281,758 "," 6,038 "
Santa Isabel,133,"Bienes Raíces, Renta o Arrendamiento     ",53,8, 29 ," 155,775 "," 5,434 "
Santa Isabel,133,Servicios Profesionales y Técnicos       ,54,9, 135 ," 664,961 "," 4,926 "
Santa Isabel,133,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Santa Isabel,133,Servicios Adm. y Desperdicios Sólidos    ,56,5, * , * , * 
Santa Isabel,133,Servicios Educativos                     ,61,3, 227 ," 1,547,607 "," 6,818 "
Santa Isabel,133,Servicios de Salud y Asistencia Social   ,62,20, 156 ," 1,069,364 "," 6,855 "
Santa Isabel,133,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Santa Isabel,133,Alojamiento y Servicios de Alimentos     ,72,36, 673 ," 1,712,816 "," 2,546 "
Santa Isabel,133,Otros Servicios Excepto Adm. Pública     ,81,7, 13 ," 93,558 "," 7,197 "
Santa Isabel,133,Administración Pública                   ,92,8, 330 ," 1,591,036 "," 4,826 "
Santa Isabel,133,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Toa Alta,135,Total Municipio Primer Trimestre 2021 ,,391," 3,779 "," 20,059,931 "," 5,308 "
Toa Alta,135,"Agricultura, Bosque, Pesca y Caza        ",11,6, 17 ," 54,362 "," 3,198 "
Toa Alta,135,Mineria                                  ,21,0, -   , -   , -   
Toa Alta,135,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Toa Alta,135,Construcción                             ,23,41, 257 ," 1,402,584 "," 5,458 "
Toa Alta,135,Manufactura                              ,31-33,35, 356 ," 1,506,019 "," 4,234 "
Toa Alta,135,Alimentos                                ,311,13, 103 ," 456,181 "," 4,429 "
Toa Alta,135,Productos de Tabaco y Bebidas            ,312,1, * , * , * 
Toa Alta,135,Textiles                                 ,313,0, -   , -   , -   
Toa Alta,135,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Toa Alta,135,Ropa                                     ,315,1, * , * , * 
Toa Alta,135,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Toa Alta,135,Productos de Madera                      ,321,1, * , * , * 
Toa Alta,135,Papel                                    ,322,0, -   , -   , -   
Toa Alta,135,Imprenta e Industrias Relacionadas       ,323,1, * , * , * 
Toa Alta,135,Productos de Petróleo y Carbón           ,324,1, * , * , * 
Toa Alta,135,Productos Químicos                       ,325,0, -   , -   , -   
Toa Alta,135,Productos de Goma y Plásticos            ,326,1, * , * , * 
Toa Alta,135,Productos Minerales no Metálicos         ,327,4, 17 ," 108,185 "," 6,241 "
Toa Alta,135,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Toa Alta,135,Productos de Metal                       ,332,4, 17 ," 67,830 "," 3,990 "
Toa Alta,135,Maquinaria                               ,333,0, -   , -   , -   
Toa Alta,135,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Toa Alta,135,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Toa Alta,135,Equipo de Transportación                 ,336,0, -   , -   , -   
Toa Alta,135,Muebles y Productos Relacionados         ,337,5, 49 ," 190,746 "," 3,866 "
Toa Alta,135,Industrias Manufactureras Misceláneas    ,339,2, * , * , * 
Toa Alta,135,Comercio al por Mayor                    ,42,26, 104 ," 757,991 "," 7,288 "
Toa Alta,135,Comercio al Detal                        ,44-45,77, 795 ," 3,284,781 "," 4,130 "
Toa Alta,135,Transportación y Almacenamiento           ,48-49,16, 127 ," 1,171,076 "," 9,221 "
Toa Alta,135,Información                              ,51,2, * , * , * 
Toa Alta,135,Finanzas y Seguros                       ,52,5, 33 ," 191,861 "," 5,873 "
Toa Alta,135,"Bienes Raíces, Renta o Arrendamiento     ",53,11, 71 ," 392,953 "," 5,509 "
Toa Alta,135,Servicios Profesionales y Técnicos       ,54,31, 79 ," 789,925 "," 9,957 "
Toa Alta,135,Gerencia de Companías y Empresas         ,55,1, * , * , * 
Toa Alta,135,Servicios Adm. y Desperdicios Sólidos    ,56,18, 80 ," 367,624 "," 4,615 "
Toa Alta,135,Servicios Educativos                     ,61,4, 585 ," 3,717,819 "," 6,359 "
Toa Alta,135,Servicios de Salud y Asistencia Social   ,62,55, 387 ," 2,263,159 "," 5,848 "
Toa Alta,135,"Arte, Entretenimiento y Recreación       ",71,4, 7 ," 25,938 "," 3,537 "
Toa Alta,135,Alojamiento y Servicios de Alimentos     ,72,32, 328 ," 1,063,517 "," 3,239 "
Toa Alta,135,Otros Servicios Excepto Adm. Pública     ,81,15, 36 ," 187,106 "," 5,197 "
Toa Alta,135,Administración Pública                   ,92,10, 368 ," 1,762,510 "," 4,794 "
Toa Alta,135,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Toa Baja,137,Total Municipio Primer Trimestre 2021 ,,709," 12,617 "," 76,203,087 "," 6,040 "
Toa Baja,137,"Agricultura, Bosque, Pesca y Caza        ",11,3, * , * , * 
Toa Baja,137,Mineria                                  ,21,1, * , * , * 
Toa Baja,137,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Toa Baja,137,Construcción                             ,23,48," 1,090 "," 6,456,754 "," 5,924 "
Toa Baja,137,Manufactura                              ,31-33,48," 1,851 "," 11,891,021 "," 6,424 "
Toa Baja,137,Alimentos                                ,311,10, 800 ," 5,454,581 "," 6,818 "
Toa Baja,137,Productos de Tabaco y Bebidas            ,312,4, * , * , * 
Toa Baja,137,Textiles                                 ,313,0, -   , -   , -   
Toa Baja,137,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Toa Baja,137,Ropa                                     ,315,0, -   , -   , -   
Toa Baja,137,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Toa Baja,137,Productos de Madera                      ,321,2, * , * , * 
Toa Baja,137,Papel                                    ,322,0, -   , -   , -   
Toa Baja,137,Imprenta e Industrias Relacionadas       ,323,4, 13 ," 83,266 "," 6,245 "
Toa Baja,137,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Toa Baja,137,Productos Químicos                       ,325,1, * , * , * 
Toa Baja,137,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Toa Baja,137,Productos Minerales no Metálicos         ,327,4, 78 ," 391,606 "," 5,021 "
Toa Baja,137,Industrias de Materiales Primarios       ,331,1, * , * , * 
Toa Baja,137,Productos de Metal                       ,332,4, 242 ," 1,164,733 "," 4,813 "
Toa Baja,137,Maquinaria                               ,333,5, 73 ," 306,651 "," 4,182 "
Toa Baja,137,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Toa Baja,137,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Toa Baja,137,Equipo de Transportación                 ,336,2, * , * , * 
Toa Baja,137,Muebles y Productos Relacionados         ,337,8, 63 ," 266,867 "," 4,214 "
Toa Baja,137,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Toa Baja,137,Comercio al por Mayor                    ,42,59," 1,163 "," 9,721,085 "," 8,359 "
Toa Baja,137,Comercio al Detal                        ,44-45,145," 3,227 "," 19,230,881 "," 5,960 "
Toa Baja,137,Transportación y Almacenamiento           ,48-49,40, 438 ," 4,956,045 "," 11,307 "
Toa Baja,137,Información                              ,51,6, 41 ," 671,963 "," 16,389 "
Toa Baja,137,Finanzas y Seguros                       ,52,19, 133 ," 918,056 "," 6,903 "
Toa Baja,137,"Bienes Raíces, Renta o Arrendamiento     ",53,24, 122 ," 1,039,534 "," 8,544 "
Toa Baja,137,Servicios Profesionales y Técnicos       ,54,51, 191 ," 1,473,937 "," 7,717 "
Toa Baja,137,Gerencia de Companías y Empresas         ,55,2, * , * , * 
Toa Baja,137,Servicios Adm. y Desperdicios Sólidos    ,56,32, 637 ," 2,335,847 "," 3,669 "
Toa Baja,137,Servicios Educativos                     ,61,9, 802 ," 5,123,812 "," 6,389 "
Toa Baja,137,Servicios de Salud y Asistencia Social   ,62,78, 522 ," 2,640,434 "," 5,062 "
Toa Baja,137,"Arte, Entretenimiento y Recreación       ",71,7, 15 ," 88,455 "," 5,769 "
Toa Baja,137,Alojamiento y Servicios de Alimentos     ,72,65, 915 ," 3,023,091 "," 3,303 "
Toa Baja,137,Otros Servicios Excepto Adm. Pública     ,81,55, 187 ," 883,459 "," 4,724 "
Toa Baja,137,Administración Pública                   ,92,15, 846 ," 2,035,486 "," 2,406 "
Toa Baja,137,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Trujillo Alto,139,Total Municipio Primer Trimestre 2021 ,,579," 10,049 "," 48,261,452 "," 4,802 "
Trujillo Alto,139,"Agricultura, Bosque, Pesca y Caza        ",11,5, 24 ," 104,111 "," 4,338 "
Trujillo Alto,139,Mineria                                  ,21,1, * , * , * 
Trujillo Alto,139,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Trujillo Alto,139,Construcción                             ,23,56, 638 ," 3,359,575 "," 5,269 "
Trujillo Alto,139,Manufactura                              ,31-33,21, 171 ," 1,062,178 "," 6,199 "
Trujillo Alto,139,Alimentos                                ,311,3, 19 ," 75,940 "," 3,928 "
Trujillo Alto,139,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Trujillo Alto,139,Textiles                                 ,313,0, -   , -   , -   
Trujillo Alto,139,Productos Textiles Excepto Ropa          ,314,1, * , * , * 
Trujillo Alto,139,Ropa                                     ,315,1, * , * , * 
Trujillo Alto,139,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Trujillo Alto,139,Productos de Madera                      ,321,1, * , * , * 
Trujillo Alto,139,Papel                                    ,322,0, -   , -   , -   
Trujillo Alto,139,Imprenta e Industrias Relacionadas       ,323,4, 22 ," 100,456 "," 4,566 "
Trujillo Alto,139,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Trujillo Alto,139,Productos Químicos                       ,325,1, * , * , * 
Trujillo Alto,139,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Trujillo Alto,139,Productos Minerales no Metálicos         ,327,1, * , * , * 
Trujillo Alto,139,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Trujillo Alto,139,Productos de Metal                       ,332,3, 51 ," 254,550 "," 5,024 "
Trujillo Alto,139,Maquinaria                               ,333,1, * , * , * 
Trujillo Alto,139,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Trujillo Alto,139,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Trujillo Alto,139,Equipo de Transportación                 ,336,0, -   , -   , -   
Trujillo Alto,139,Muebles y Productos Relacionados         ,337,3, 29 ," 363,747 "," 12,689 "
Trujillo Alto,139,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
Trujillo Alto,139,Comercio al por Mayor                    ,42,34, 404 ," 2,868,406 "," 7,100 "
Trujillo Alto,139,Comercio al Detal                        ,44-45,92," 2,058 "," 7,757,219 "," 3,769 "
Trujillo Alto,139,Transportación y Almacenamiento           ,48-49,15, 190 ," 1,692,723 "," 8,893 "
Trujillo Alto,139,Información                              ,51,2, * , * , * 
Trujillo Alto,139,Finanzas y Seguros                       ,52,11, 81 ," 432,163 "," 5,335 "
Trujillo Alto,139,"Bienes Raíces, Renta o Arrendamiento     ",53,26, 140 ," 885,931 "," 6,313 "
Trujillo Alto,139,Servicios Profesionales y Técnicos       ,54,68, 351 ," 2,506,712 "," 7,148 "
Trujillo Alto,139,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Trujillo Alto,139,Servicios Adm. y Desperdicios Sólidos    ,56,33, 424 ," 1,685,034 "," 3,974 "
Trujillo Alto,139,Servicios Educativos                     ,61,11, 595 ," 3,667,982 "," 6,161 "
Trujillo Alto,139,Servicios de Salud y Asistencia Social   ,62,87," 3,275 "," 13,370,312 "," 4,083 "
Trujillo Alto,139,"Arte, Entretenimiento y Recreación       ",71,8, 16 ," 94,557 "," 6,036 "
Trujillo Alto,139,Alojamiento y Servicios de Alimentos     ,72,52, 570 ," 1,738,296 "," 3,050 "
Trujillo Alto,139,Otros Servicios Excepto Adm. Pública     ,81,43, 118 ," 689,137 "," 5,840 "
Trujillo Alto,139,Administración Pública                   ,92,13, 711 ," 3,633,835 "," 5,111 "
Trujillo Alto,139,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Utuado,141,Total Municipio Primer Trimestre 2021 ,,267," 3,447 "," 18,727,329 "," 5,432 "
Utuado,141,"Agricultura, Bosque, Pesca y Caza        ",11,60, 155 ," 321,529 "," 2,079 "
Utuado,141,Mineria                                  ,21,0, -   , -   , -   
Utuado,141,"Electricidad, Agua y Gas                 ",22,2, * , * , * 
Utuado,141,Construcción                             ,23,9, 27 ," 99,629 "," 3,736 "
Utuado,141,Manufactura                              ,31-33,10, 146 ," 508,565 "," 3,475 "
Utuado,141,Alimentos                                ,311,4, 45 ," 145,546 "," 3,211 "
Utuado,141,Productos de Tabaco y Bebidas            ,312,0, -   , -   , -   
Utuado,141,Textiles                                 ,313,0, -   , -   , -   
Utuado,141,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Utuado,141,Ropa                                     ,315,1, * , * , * 
Utuado,141,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Utuado,141,Productos de Madera                      ,321,1, * , * , * 
Utuado,141,Papel                                    ,322,1, * , * , * 
Utuado,141,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Utuado,141,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Utuado,141,Productos Químicos                       ,325,0, -   , -   , -   
Utuado,141,Productos de Goma y Plásticos            ,326,0, -   , -   , -   
Utuado,141,Productos Minerales no Metálicos         ,327,1, * , * , * 
Utuado,141,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Utuado,141,Productos de Metal                       ,332,2, * , * , * 
Utuado,141,Maquinaria                               ,333,0, -   , -   , -   
Utuado,141,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Utuado,141,Equipo y Aparatos Eléctricos             ,335,0, -   , -   , -   
Utuado,141,Equipo de Transportación                 ,336,0, -   , -   , -   
Utuado,141,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Utuado,141,Industrias Manufactureras Misceláneas    ,339,0, -   , -   , -   
Utuado,141,Comercio al por Mayor                    ,42,7, 22 ," 126,078 "," 5,731 "
Utuado,141,Comercio al Detal                        ,44-45,45, 515 ," 1,724,536 "," 3,349 "
Utuado,141,Transportación y Almacenamiento           ,48-49,6, 16 ," 227,104 "," 14,496 "
Utuado,141,Información                              ,51,5, 34 ," 232,733 "," 6,779 "
Utuado,141,Finanzas y Seguros                       ,52,7, 50 ," 332,102 "," 6,642 "
Utuado,141,"Bienes Raíces, Renta o Arrendamiento     ",53,5, 20 ," 177,642 "," 8,882 "
Utuado,141,Servicios Profesionales y Técnicos       ,54,17, 36 ," 271,973 "," 7,485 "
Utuado,141,Gerencia de Companías y Empresas         ,55,0, -   , -   , -   
Utuado,141,Servicios Adm. y Desperdicios Sólidos    ,56,3, * , * , * 
Utuado,141,Servicios Educativos                     ,61,4, 704 ," 5,123,153 "," 7,281 "
Utuado,141,Servicios de Salud y Asistencia Social   ,62,36, 366 ," 1,802,135 "," 4,924 "
Utuado,141,"Arte, Entretenimiento y Recreación       ",71,1, * , * , * 
Utuado,141,Alojamiento y Servicios de Alimentos     ,72,20, 169 ," 464,295 "," 2,747 "
Utuado,141,Otros Servicios Excepto Adm. Pública     ,81,11, 26 ," 86,741 "," 3,336 "
Utuado,141,Administración Pública                   ,92,19," 1,000 "," 5,938,252 "," 5,938 "
Utuado,141,Otros (Establecimientos no Clasificados) ,99,0, -   , -   , -   
Vega Alta,143,Total Municipio Primer Trimestre 2021 ,,333," 3,976 "," 24,270,740 "," 6,104 "
Vega Alta,143,"Agricultura, Bosque, Pesca y Caza        ",11,2, * , * , * 
Vega Alta,143,Mineria                                  ,21,1, * , * , * 
Vega Alta,143,"Electricidad, Agua y Gas                 ",22,1, * , * , * 
Vega Alta,143,Construcción                             ,23,21, 184 ," 1,032,696 "," 5,623 "
Vega Alta,143,Manufactura                              ,31-33,15, 369 ," 3,004,754 "," 8,150 "
Vega Alta,143,Alimentos                                ,311,5, 29 ," 160,876 "," 5,484 "
Vega Alta,143,Productos de Tabaco y Bebidas            ,312,2, * , * , * 
Vega Alta,143,Textiles                                 ,313,0, -   , -   , -   
Vega Alta,143,Productos Textiles Excepto Ropa          ,314,0, -   , -   , -   
Vega Alta,143,Ropa                                     ,315,1, * , * , * 
Vega Alta,143,Cuero y Productos Relacionados           ,316,0, -   , -   , -   
Vega Alta,143,Productos de Madera                      ,321,1, * , * , * 
Vega Alta,143,Papel                                    ,322,0, -   , -   , -   
Vega Alta,143,Imprenta e Industrias Relacionadas       ,323,0, -   , -   , -   
Vega Alta,143,Productos de Petróleo y Carbón           ,324,0, -   , -   , -   
Vega Alta,143,Productos Químicos                       ,325,1, * , * , * 
Vega Alta,143,Productos de Goma y Plásticos            ,326,1, * , * , * 
Vega Alta,143,Productos Minerales no Metálicos         ,327,1, * , * , * 
Vega Alta,143,Industrias de Materiales Primarios       ,331,0, -   , -   , -   
Vega Alta,143,Productos de Metal                       ,332,1, * , * , * 
Vega Alta,143,Maquinaria                               ,333,0, -   , -   , -   
Vega Alta,143,Computadora y Productos Electrónicos    ,334,0, -   , -   , -   
Vega Alta,143,Equipo y Aparatos Eléctricos             ,335,1, * , * , * 
Vega Alta,143,Equipo de Transportación                 ,336,0, -   , -   , -   
Vega Alta,143,Muebles y Productos Relacionados         ,337,0, -   , -   , -   
Vega Alta,143,Industrias Manufactureras Misceláneas    ,339,1, * , * , * 
